ItemCode;ItemProviderCode;Description;CreationDate;IsActive;FILTRO PER TIPO;COLLAUDO         MESE     ANNO;;REVISIONE MESE   ANNO;;Intervento Richiesto;Provenienza;Destinazione;prog. Scheda;StateId;DataUltima Movimentazione;OperatoreUltimoMovimento;NOTE O PROBLEMI
2580;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2021;LAURENTINA 14;;USO;04/01/2022;RI;
2581;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2021;CADLOLO 140;;USO;18/01/2022;RI;
2582;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2021 (COMPRARE);TRASTEVERE 166/172;;USO;20/01/2022;RI;
2583;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2021;BOX 25;;USO;04/01/2022;RI;
2584;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2021 (COMPRARE);QUERINI 8\10;;USO;21/01/2022;RI;
2585;CSQ;EP6CE;;;6;;;;;;CSQ LUG 2021;STUDIO MIRANTE;;USO;23/11/2021;RI;
2586;CSQ;EP6CE;;;6;;;;;;CSQ OTT 2021;SANTE VANDI 99;;USO;30/11/2021;GIO;
2587;CSQ;EP6CE;;;6;;;;;;CSQ LUG 2021;STUDIO MIRANTE;;USO;23/11/2021;RI;
2588;CSQ;EP6CE;;;6;;;;;;RISERVE;QUERINI 8\10;;USO;02/02/2023;S;
2589;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2022;MARENTINO 54;;USO;15/02/2023;S;
2590;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;MONTANELLI 15;;USO;29/09/2022;S;
2591;CSQ;EP6CE;;;6;;;;;;CSQ APR 2022;SANTE VANDI 99;;USO;24/05/2022;RI;
2592;CSQ;EP6CE;;;6;;;;;;CSQ FEB 2022;GARFAGNANA 8;;USO;11/03/2022;RI;
2593;CSQ;EP6CE;;;6;;;;;;CSQ APR 2022;APPIA NUOVA 503;;USO;24/05/2022;RI;
2594;CSQ;EP6CE;;;6;;;;;;DISPONIBILI;VILLA ALESSANDRA;;USO;17/11/2022;GIO;NUOVO CSQ: DEPRESSURIZZATO ALLO SCARICO
2595;CSQ;EP6CE;;;6;;;;;;CSQ FEB 2022;PROVINCIE 23/A;;USO;11/03/2022;RI;
2596;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2022;PICCARDA DONATI 4-B;;USO;26/01/2023;S;
2597;CSQ;EP6CE;;;6;;;;;;CSQ APR 2022;MENDOLA 119;;USO;17/05/2022;RI;
2598;CSQ;EP6CE;;;6;;;;;;CSQ FEB 2022;DAL POZZO 5/9;;USO;06/04/2022;RI;
2599;CSQ;EP6CE;;;6;;;;;;CSQ FEB 2022;NISIO 53;;USO;06/05/2022;RI;
2600;CSQ;EP6CE;;;6;;;;;;MOTOR MIND;VIGNA PIA 32;;USO;13/10/2022;S;
2601;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;CASSIA 486;;USO;03/10/2022;S;
2602;CSQ;EP6CE;;;6;;;;;;CSQ APR 2022;VILLA ALESSANDRA;;USO;24/05/2022;RI;
2603;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;BARBATO 28 - E5;;USO;09/09/2022;RI;
2604;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ANCHISE 33;;USO;30/06/2022;RI;
2605;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;CASPERIA 39;;USO;08/06/2022;RI;
2606;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;COLONNA 37;;USO;05/09/2022;S;
2607;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;MINGAZZINI 5;;USO;27/06/2022;RI;
2608;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;LOBELIE 21;;USO;28/06/2022;RI;
2609;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ACATE 17;;USO;28/06/2022;RI;
2610;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;PROVINCIE 23A;;USO;30/09/2022;S;
2611;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ACQUEDOTTO DEL PESCHIERA 36;;USO;12/07/2022;RI;
2612;CSQ;EP6CE;;;6;;;;;;;PRISCILLA 55;;USO;09/08/2022;RI;"NUOVO 6/22: Depressurizzato alla consegna
Ripressurizzato"
2613;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;STUDIO GODENZI;;USO;30/06/2022;RI;
2614;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;COLONNA 37;;USO;05/09/2022;S;
2615;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;JENNER 30;;USO;06/07/2022;RI;
2616;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ANCHISE 13;;USO;28/06/2022;RI;
2617;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;COOP VASCARELLE;;USO;27/12/2022;S;
2618;CSQ;EP6CE;;;6;;;;;;ASS. GRN 23;GESU' 57;;USO;02/02/2023;S;
2619;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;COOP VASCARELLE;;USO;27/12/2022;S;
2620;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;COOP VASCARELLE;;USO;27/12/2022;S;
2621;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;PALLAVICINI 10;;USO;09/09/2022;RI;
2622;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2022;ROMAGNOLI 46;;USO;26/01/2023;S;
2623;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2022;PICCARDA DONATI 4-B;;USO;26/01/2023;S;
2624;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2022;ROMAGNOLI 46;;USO;26/01/2023;S;
2625;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;RIBOTTI 14;;USO;01/09/2022;S;
2626;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;MASSAIA 65 I-R;;USO;01/09/2022;S;
2627;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;COLONNA 14;;USO;05/09/2022;S;
2628;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ORSA MAGGIORE 111;;USO;31/08/2022;S;
2629;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;TROIANI 7;;USO;09/09/2022;RI;
2630;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;RIBOTTI 14;;USO;01/09/2022;S;
2631;CSQ;EP6CE;;;6;;;;;;CSQ FEB 2022;GIULIO CLOVIO 93;;USO;07/03/2022;RI;
2632;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;COLONNA 37;;USO;05/09/2022;S;
2633;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;FRUGIUELE 13;;USO;05/09/2022;S;
2634;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;CAPPELLI 18;;USO;20/10/2022;S;
2635;CSQ;EP6CE;;;6;;;;;;Magazzino;CAPACI 54;;USO;31/10/2022;S;
2636;CSQ;EP6CE;;;6;;;;;;CSQ FEB 2022;PROVINCIE 6;;USO;07/03/2022;RI;
2637;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ORSA MAGGIORE 111;;USO;31/08/2022;S;
2638;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2639;CSQ;EP6CE;;;6;;;;;;Magazzino;ALBALONGA 30;;USO;24/11/2022;S;
2640;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2641;CSQ;EP6CE;;;6;;;;;;Magazzino;MARCHESINI 20;;USO;11/11/2022;S;
2642;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2643;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2644;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2645;CSQ;EP6CE;;;6;;;;;;Magazzino;SAVASTANO 14;;USO;10/11/2022;S;
2646;CSQ;EP6CE;;;6;;;;;;Magazzino;SAVASTANO 14;;USO;10/11/2022;S;
2647;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;CORAZZIERI 62;;USO;13/10/2022;S;
2648;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;DAL POZZO 5/9;;USO;14/10/2022;S;
2649;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;PIANIGIANI 83;;USO;27/10/2022;S;
2650;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2651;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2652;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;ARTIFICIERI 38;;USO;14/10/2022;S;
2653;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;SANZENO 20;;USO;20/10/2022;S;
2654;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2655;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2656;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;RUSPOLI 17;;USO;09/12/2022;S;
2657;CSQ;EP6CE;;;6;;;;;;Magazzino;VIRGINIA 23;;USO;23/11/2022;S;
2658;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2659;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2660;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2661;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2662;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2663;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2664;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2665;CSQ;EP6CE;;;6;;;;;;Magazzino;AUSONI 45;;USO;31/10/2022;S;
2666;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2667;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2668;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2669;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2670;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2671;CSQ;EP6CE;;;6;;;;;;Magazzino;SAVASTANO 14;;USO;10/11/2022;S;
2672;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2673;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2674;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2675;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2676;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2677;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2678;CSQ;EP6CE;;;6;;;;;;Magazzino;SAVASTANO 14;;USO;10/11/2022;S;
2679;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;CONCA D'ORO 221;;USO;25/10/2022;S;
2680;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;RUSPOLI 17;;USO;09/12/2022;S;
2681;CSQ;EP6CE;;;6;;;;;;Magazzino;PICENI 3;;USO;23/11/2022;S;
2682;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2683;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2684;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2685;CSQ;EP6CE;;;6;;;;;;Magazzino;C.D.L.T. PRIMAVALLE;;USO;10/11/2022;S;
2686;CSQ;EP6CE;;;6;;;;;;Magazzino;VIRGINIA 23;;USO;23/11/2022;S;
2687;CSQ;EP6CE;;;6;;;;;;Magazzino;MARLIANO 4;;USO;16/11/2022;S;
2688;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2689;CSQ;EP6CE;;;6;;;;;;Magazzino;PICENI 3;;USO;23/11/2022;S;
2690;CSQ;EP6CE;;;6;;;;;;Magazzino;VILLA ALESSANDRA;;USO;17/11/2022;S;
2691;CSQ;EP6CE;;;6;;;;;;Magazzino;SAVASTANO 14;;USO;10/11/2022;S;
2692;CSQ;EP6CE;;;6;;;;;;CSQ NOV 2022;PICCARDA DONATI 4-B;;USO;26/01/2023;S;
2693;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;CELSO 3;;USO;25/10/2022;S;
2694;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;PORTUENSE 507;;USO;09/12/2022;S;
2695;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;TROIANI 29;;USO;12/12/2022;S;
2696;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;TROIANI 29;;USO;12/12/2022;S;
2697;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;TROIANI 29;;USO;12/12/2022;S;
2698;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;BERNERI 11;;USO;25/10/2022;S;
2699;CSQ;EP6CE;;;6;;;;;;CSQ DIC 2022;TROIANI 29;;USO;12/12/2022;S;
2700;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;CRISPI 82;;USO;27/09/2022;S;
2701;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;DANTE DE BLASI 26;;USO;27/10/2022;S;
2702;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;DANTE DE BLASI 26;;USO;27/10/2022;S;
2703;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;DANTE DE BLASI 26;;USO;27/10/2022;S;
2704;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;GIURECONSULTI 27;;USO;18/10/2022;S;
2705;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;GIURECONSULTI 27;;USO;18/10/2022;S;
2706;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;GOZZADINI 72;;USO;28/09/2022;S;
2707;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;GOZZADINI 72;;USO;28/09/2022;S;
2708;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;GOZZADINI 72;;USO;28/09/2022;S;
2709;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;GOZZADINI 74;;USO;28/09/2022;S;
2710;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;GOZZADINI 74;;USO;28/09/2022;S;
2711;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;MONTI PARIOLI 43;;USO;28/09/2022;S;
2712;CSQ;EP6CE;;;2;;;;;;CSQ SET 2022;PALESTRO 30;;USO;20/10/2022;S;
2713;CSQ;EP6CE;;;2;;;;;;CSQ SET 2022;PALESTRO 30;;USO;20/10/2022;S;
2714;CSQ;EP6CE;;;6;;;;;;CSQ GIU 2022;RIBOTTI 14;;USO;01/09/2022;S;
2715;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;STAZIONE DI SAN PIETRO 16;;USO;27/09/2022;S;
2716;CSQ;EP6CE;;;6;;;;;;CSQ SET 2022;TUFO ALLEGRO;;USO;28/09/2022;S;
2717;EMME;EP6CE;;;6;;;;;;EMME;OFFICINA MARIOTTI;;USO;25/03/2023;G;
2718;CSQ;EP6CE;;;2;;;;;4;ANAF APR 23;LEON PANCALDO 62;;USO;04/05/2023;A;ANAF Codice 32.897E.F555.CC
2719;AIR;EP9CE;;;6;5;22;5;22;;MASSINI 80;MASSINI 80;;USO;15/04/2022;RI;
2720;AIR;EP9CE;;;6;5;22;5;22;;MASSINI 80;MASSINI 80;;USO;15/04/2022;RI;
2721;AIR;EP9CE;;;6;5;22;5;22;;MASSINI 80;MASSINI 80;;USO;15/04/2022;RI;
2722;AIR;EP9CE;;;6;5;22;5;22;;MASSINI 80;MASSINI 80;;USO;15/04/2022;RI;
2723;;FELPA DA LAVORO TAGLIA L;;;5;;;;;2;SFAP;RINALDO;;USO;20/11/2020;RI;
2724;;FELPA DA LAVORO TAGLIA XL;;;5;;;;;2;SFAP;GIOVANNI;;USO;20/11/2020;RI;
2725;;GILET;;;5;;;;;1;SFAP;FABIO;;USO;20/02/2020;GIO;
2726;;IDRICO 6 LT;;;6;5;23;5;23;;STAZIONE S.PIETRO 16;TRAPANI 22;;USO;12/05/2023;S;C+R COM 5/23
2727;;IDRICO 6 LT;;;6;;;6;21;;SERLUPI 13;SERLUPI 13;;USO;13/07/2021;RI;
2728;CSQ;LASTRA SAFE CRASH 42,2 X 57,0;;;3;;;;;2;CSQ;CANTU' 4;;USO;28/06/2022;RI;
2729;;MAN UNI 45 MT 20;;;7;10;20;;;;;EDIFICIO 3;;USO;05/11/2020;RI;
2730;;MAN UNI 45 MT 20;;;7;1;20;;;;ERANO PER BLOCCO GARA;ORSA MAGGIORE 111;;USO;09/03/2020;G;
2731;;MAN UNI 45 MT 20;;;7;5;19;;;;JOYCE 44;FORTE TRIONFALE 38;;USO;16/07/2019;G;
2732;;MAN UNI 45 MT 20;;;7;;;;;;;ORSA MAGGIORE 111;;USO;20/09/2017;;
2733;PATRIOT;MAN UNI 45 MT 20;;;7;;;;;;;ORSA MAGGIORE 111;;USO;20/09/2017;;
2734;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;AUORIM SIGNORINI 6,10,16;;USO;12/09/2018;G;
2735;;MAN UNI 45 MT 20;;;7;6;21;;;;;DELEDDA 34;;USO;19/07/2021;RI;
2736;;MAN UNI 45 MT 20;;;7;6;21;;;;;DELEDDA 34;;USO;19/07/2021;RI;
2737;;MAN UNI 45 MT 20;;;7;;;;;;;ORSA MAGGIORE 111;;USO;20/09/2017;;
2738;;MAN UNI 45 MT 20;;;7;;;;;;;ORSA MAGGIORE 111;;USO;20/09/2017;;
2739;;MAN UNI 45 MT 20;;;6;2;23;;;;LA PINETINA PAL N;ORSA MAGGIORE 111;;USO;06/03/2023;S;
2740;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;AUORIM SIGNORINI 6,10,16;;USO;12/09/2018;G;
2741;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;AUORIM SIGNORINI 6,10,16;;USO;12/09/2018;;
2742;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;AUORIM SIGNORINI 6,10,16;;USO;12/09/2018;G;
2743;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;AUORIM SIGNORINI 6,10,16;;USO;12/09/2018;RI;
2744;;MAN UNI 45 MT 20;;;7;1;20;;;;ERANO PER BLOCCO GARA;PIAZZA DELLE IRIS 26;;USO;03/06/2020;G;
2745;;MAN UNI 45 MT 20;;;7;1;23;;;;BLOCCO GARAGE;BLOCCO GARAGE;;USO;15/02/2023;S;
2746;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;AUORIM SIGNORINI 6,10,16;;USO;12/09/2018;M;
2747;;MAN UNI 45 MT 20;;;7;9;18;;;;ORSA MAGGIORE 111;ORSA MAGGIORE 111;;USO;13/09/2018;G;
2748;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;ORSA MAGGIORE 111;;USO;13/09/2018;M;
2749;;MAN UNI 45 MT 20;;;7;10;20;;;;ORSA MAGGIORE 111;EDIFICIO 3;;USO;05/11/2020;RI;
2750;;MAN UNI 45 MT 20;;;7;9;19;;;;TEHERAN 15 SC 11 C1;LA PINETINA PAL M;;USO;27/09/2019;G;
2751;;MAN UNI 45 MT 20;;;7;11;19;;;;;LA PINETINA PALAZZINA N;;USO;01/09/2022;S;
2752;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;ORSA MAGGIORE 111;;USO;13/09/2018;G;
2753;;MAN UNI 45 MT 20;;;7;9;18;;;;INDISPONIBILI;ORSA MAGGIORE 111;;USO;13/09/2018;GIO;
2754;;MAN UNI 45 MT 20;;;7;3;19;;;;;ORSA MAGGIORE 111;;USO;11/03/2019;GIO;
2755;;MAN UNI 45 MT 20;;;7;3;19;;;;;ORSA MAGGIORE 111;;USO;11/03/2019;G;
2756;;MAN UNI 45 MT 20;;;7;3;19;;;;SIGNORINI 6,10,16,20;ROCCAPORENA 8/20 BOX;;USO;26/03/2019;;
2757;;MAN UNI 45 MT 20;;;7;;;;;;SIGNORINI 6,10,16,20;TEHERAN 15 ;;USO;05/02/2019;;
2758;;MAN UNI 45 MT 20;;;7;;;;;;SIGNORINI 6,10,16,20;TEHERAN 15 ;;USO;05/02/2019;F;
2759;;MAN UNI 45 MT 20;;;7;3;19;;;;PAVESE 410;;;USO;14/03/2019;F;
2760;;MAN UNI 45 MT 20;;;7;3;19;;;;PAVESE 410;;;USO;14/03/2019;F;
2761;;MAN UNI 45 MT 20;;;7;3;19;;;;PAVESE 410;;;USO;14/03/2019;I;
2762;;MAN UNI 45 MT 20;;;7;7;22;;;;;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2763;;MAN UNI 45 MT 20;;;7;7;22;;;;ORSA MAGGIORE 111;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2764;;MAN UNI 45 MT 20;;;7;7;20;;;;DISPONIBILI;ARCA 42;;USO;14/10/2020;RI;
2765;;MAN UNI 45 MT 20;;;7;10;20;;;;GOZZADINI 74;EDIFICIO 3;;USO;05/11/2020;RI;
2766;;MAN UNI 45 MT 20;;;7;10;20;;;;;EDIFICIO 3;;USO;05/11/2020;RI;
2767;CSQ;MAN UNI 45 MT 20;;;7;7;20;;;;;FEDELISSIMA;;USO;24/09/2020;G;
2768;CSQ;MAN UNI 45 MT 20;;;7;7;20;;;;;FEDELISSIMA;;USO;24/09/2020;G;
2769;;MAN UNI 45 MT 20;;;7;7;19;;;;EDIFICIO 3;FORTE TRIONFALE 38;;USO;16/07/2019;F;
2770;;MAN UNI 45 MT 20;;;7;4;21;;;;CSQ MAG 21;GIGLIOZZI 127;;USO;04/05/2021;RI;
2771;;MAN UNI 45 MT 20;;;7;9;20;;;;PORRO 1 BIS;GOZZADINI 74;;USO;21/09/2020;RI;
2772;;MAN UNI 45 MT 20;;;7;;;;;;;MARONCELLI 15;;USO;03/05/2019;;
2773;;MAN UNI 45 MT 20;;;7;;;;;;;MARONCELLI 15;;USO;03/05/2019;I;
2774;;MAN UNI 45 MT 20;;;7;3;21;;;;VILLA SEVERINI;MARONCELLI 15/LAURANTONI 64;;USO;06/04/2021;RI;
2775;;MAN UNI 45 MT 20;;;7;9;19;;;;TEHERAN 15 SC 11 C1;ORSA MAGGIORE 111;;USO;18/09/2019;F;
2776;;MAN UNI 45 MT 20;;;7;9;19;;;;TEHERAN 15 SC 11 C1;ORSA MAGGIORE 111;;USO;18/09/2019;F;
2777;;MAN UNI 45 MT 20;;;7;9;19;;;;FORTE TRIONFALE 38;ORSA MAGGIORE 111;;USO;18/09/2019;F;
2778;;MAN UNI 45 MT 20;;;7;1;20;;;;ERANO PER BLOCCO GARA;PIAZZA DELLE IRIS 26;;USO;03/06/2020;F;
2779;;MAN UNI 45 MT 20;;;7;6;19;;;;;PORRO 1 BIS;;USO;28/06/2019;G;
2780;;MAN UNI 45 MT 20;;;7;6;19;;;;;PORRO 1 BIS;;USO;28/06/2019;RI;
2781;;MAN UNI 45 MT 20;;;7;7;20;;;;;PORRO 1 BIS;;USO;27/07/2020;RI;
2782;;MAN UNI 45 MT 20;;;7;7;20;;;;;PORRO 1 BIS;;USO;27/07/2020;RI;
2783;;MAN UNI 45 MT 20;;;7;;;;;;FORTE TRIONFALE 38;SERLUPI 13;;USO;22/01/2020;RI;
2784;;MAN UNI 45 MT 20;;;7;7;20;;;;;VITTORINI 82;;USO;06/08/2020;RI;
2785;;MAN UNI 45 MT 20;;;7;7;20;;;;;VITTORINI 82;;USO;06/08/2020;RI;
2786;CSQ;MAN UNI 45 MT 20;;;7;9;21;;;;COVELLI 6 ;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
2787;;MAN UNI 45 MT 20;;;7;9;21;;;;COVELLI 6 ;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
2788;;MAN UNI 45 MT 20;;;7;9;21;;;;ORSA MAGGIORE 111;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
2789;;MAN UNI 45 MT 20;;;7;9;21;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
2790;;MAN UNI 45 MT 20;;;7;7;22;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2791;;MAN UNI 45 MT 20;;;7;7;22;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2792;;MAN UNI 45 MT 20;;;7;7;22;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2793;;MAN UNI 45 MT 20;;;7;7;22;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2794;;MAN UNI 45 MT 20;;;7;7;22;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2795;;MAN UNI 45 MT 20;;;7;7;22;;;;EDIFICIO 3;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2796;;MAN UNI 45 MT 20;;;7;10;20;;;;;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2797;;MAN UNI 45 MT 20;;;7;10;20;;;;;AMMIRAGLI 119 - 121;;USO;07/09/2022;RI;
2798;;MAN UNI 45 MT 20;;;7;3;21;;;;COVELLI 6;ARCA 26;;USO;12/04/2021;RI;
2799;;MAN UNI 45 MT 20;;;7;3;21;;;;COVELLI 6;ARCA 26;;USO;12/04/2021;RI;
2800;;MAN UNI 45 MT 20;;;7;7;19;;;;EDIFICIO 3;AUTORIMESSA SIGNORINI;;USO;17/09/2019;F;
2801;;MAN UNI 45 MT 20;;;7;10;20;;;;COVELLI 6 ;COVELLI 6 ;;USO;17/11/2020;RI;
2802;;MAN UNI 45 MT 20;;;7;10;20;;;;COVELLI 6 ;COVELLI 6 ;;USO;17/11/2020;RI;
2803;;MAN UNI 45 MT 20;;;7;10;20;;;;FEDELISSIMA;EDIFICIO 3;;USO;05/11/2020;RI;
2804;;MAN UNI 45 MT 20;;;7;10;20;;;;FEDELISSIMA;EDIFICIO 3;;USO;05/11/2020;RI;
2805;;MAN UNI 45 MT 20;;;7;10;20;;;;FEDELISSIMA;EDIFICIO 3;;USO;05/11/2020;RI;
2806;;MAN UNI 45 MT 20;;;7;10;20;;;;FEDELISSIMA;EDIFICIO 3;;USO;05/11/2020;RI;
2807;;MAN UNI 45 MT 20;;;7;10;20;;;;;EDIFICIO 3;;USO;05/11/2020;RI;
2808;;MAN UNI 45 MT 20;;;7;10;20;;;;EDIFICIO 3;EDIFICIO 3;;USO;05/11/2020;RI;
